year,time_period,time_identifier,geographic_level,country_code,country,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_a_grade_achieved,perc_b_grade_achieved,perc_c_grade_achieved,perc_d_grade_achieved,perc_e_grade_achieved,other,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2020,201920,Academic year,National,E92000001,England,Provisional,Dance,All students,14.5,29.1,34.1,18,4.1,0.2,0,43.6,77.7,95.7,99.8,100,1055
2020,201920,Academic year,National,E92000001,England,Provisional,D&T Textiles technology,Female,15.3,27,30.3,20.2,5.5,1.7,0,42.3,72.6,92.7,98.3,100,634
2020,201920,Academic year,National,E92000001,England,Provisional,D&T Textiles technology,Male,14.3,35.7,28.6,7.1,7.1,7.1,0,50,78.6,85.7,92.9,100,14
2020,201920,Academic year,National,E92000001,England,Provisional,D&T Textiles technology,All students,15.3,27.2,30.2,19.9,5.6,1.9,0,42.4,72.7,92.6,98.1,100,648
2020,201920,Academic year,National,E92000001,England,Provisional,D&T Product design,Female,13.5,25.9,28.3,21.6,8.1,2.3,0.3,39.4,67.7,89.4,97.4,99.7,2305
2020,201920,Academic year,National,E92000001,England,Provisional,D&T Product design,Male,9,19.5,28.5,26.7,12.1,3.9,0.3,28.5,57,83.7,95.7,99.7,5919
2020,201920,Academic year,National,E92000001,England,Provisional,D&T Product design,All students,10.3,21.3,28.4,25.3,10.9,3.5,0.3,31.6,60,85.3,96.2,99.7,8224
2020,201920,Academic year,National,E92000001,England,Provisional,D&T Engineering,Female,21.6,25.5,29.4,21.6,0,2,0,47.1,76.5,98,98,100,51
2020,201920,Academic year,National,E92000001,England,Provisional,D&T Engineering,Male,16.7,19.5,22,24,12.6,3.7,1.6,36.2,58.1,82.1,94.7,98.4,246
2020,201920,Academic year,National,E92000001,England,Provisional,D&T Engineering,All students,17.5,20.5,23.2,23.6,10.4,3.4,1.3,38,61.3,84.8,95.3,98.7,297
2020,201920,Academic year,National,E92000001,England,Provisional,Critical Studies,Female,18.1,15.7,37.3,24.1,3.6,1.2,0,33.7,71.1,95.2,98.8,100,83
2020,201920,Academic year,National,E92000001,England,Provisional,Critical Studies,Male,8.7,34.8,34.8,17.4,0,4.3,0,43.5,78.3,95.7,95.7,100,23
2020,201920,Academic year,National,E92000001,England,Provisional,Critical Studies,All students,16,19.8,36.8,22.6,2.8,1.9,0,35.8,72.6,95.3,98.1,100,106
2020,201920,Academic year,National,E92000001,England,Provisional,Classical greek,Female,49.5,41.9,8.6,0,0,0,0,91.4,100,100,100,100,93
2020,201920,Academic year,National,E92000001,England,Provisional,Classical greek,Male,62,33.7,3.3,1.1,0,0,0,95.7,98.9,100,100,100,92
2020,201920,Academic year,National,E92000001,England,Provisional,Classical greek,All students,55.7,37.8,5.9,0.5,0,0,0,93.5,99.5,100,100,100,185
2020,201920,Academic year,National,E92000001,England,Provisional,Classical Civilisation,Female,15.1,32.9,31,15.5,4.3,0.9,0.2,48,79,94.6,98.9,99.8,1799
2020,201920,Academic year,National,E92000001,England,Provisional,Classical Civilisation,Male,9.4,24.3,33,23.5,7.4,2.1,0.2,33.7,66.7,90.3,97.6,99.8,884
2020,201920,Academic year,National,E92000001,England,Provisional,Classical Civilisation,All students,13.2,30.1,31.7,18.2,5.3,1.3,0.2,43.3,75,93.1,98.5,99.8,2683
2020,201920,Academic year,National,E92000001,England,Provisional,Chinese,Female,33.6,50.3,14.4,0.9,0.3,0,0.5,83.9,98.3,99.2,99.5,99.5,750
2020,201920,Academic year,National,E92000001,England,Provisional,Chinese,Male,17.2,56.4,21.5,4.4,0.3,0,0.2,73.6,95.1,99.5,99.8,99.8,652
2020,201920,Academic year,National,E92000001,England,Provisional,Chinese,All students,26,53.1,17.7,2.6,0.3,0,0.4,79.1,96.8,99.4,99.6,99.6,1402
2020,201920,Academic year,National,E92000001,England,Provisional,Bengali,Female,0,83.3,0,0,16.7,0,0,83.3,83.3,83.3,100,100,6
2020,201920,Academic year,National,E92000001,England,Provisional,Bengali,All students,0,85.7,0,0,14.3,0,0,85.7,85.7,85.7,100,100,7
2020,201920,Academic year,National,E92000001,England,Provisional,Art plus design,Female,19.5,25.8,31.2,18.1,4.4,0.9,0.1,45.3,76.5,94.6,99,99.9,4117
2020,201920,Academic year,National,E92000001,England,Provisional,Art plus design,Male,15,20.7,30.2,21.8,9.7,2.1,0.5,35.7,65.9,87.7,97.4,99.5,1041
2020,201920,Academic year,National,E92000001,England,Provisional,Art plus design,All students,18.6,24.8,31,18.9,5.4,1.1,0.2,43.4,74.4,93.2,98.7,99.8,5158
2020,201920,Academic year,National,E92000001,England,Provisional,Arabic,Female,18.5,35.4,17.4,16.3,8.4,2.2,1.7,53.9,71.3,87.6,96.1,98.3,178
2020,201920,Academic year,National,E92000001,England,Provisional,Arabic,Male,31.6,37.8,15.3,8.2,4.1,0,3.1,69.4,84.7,92.9,96.9,96.9,98
2020,201920,Academic year,National,E92000001,England,Provisional,Arabic,All students,23.2,36.2,16.7,13.4,6.9,1.4,2.2,59.4,76.1,89.5,96.4,97.8,276
2020,201920,Academic year,National,E92000001,England,Provisional,Ancient History,Female,9,26.6,30,24.5,7.6,2.1,0.3,35.5,65.5,90,97.6,99.7,290
2020,201920,Academic year,National,E92000001,England,Provisional,Ancient History,Male,8.8,22.1,32.9,24.6,8.8,2.3,0.6,30.9,63.7,88.4,97.2,99.4,353
2020,201920,Academic year,National,E92000001,England,Provisional,Ancient History,All students,8.9,24.1,31.6,24.6,8.2,2.2,0.5,33,64.5,89.1,97.4,99.5,643
2020,201920,Academic year,National,E92000001,England,Provisional,3d Studies,Female,18.7,28.1,33.9,15.6,2.7,0.9,0.2,46.7,80.6,96.2,98.9,99.8,552
2020,201920,Academic year,National,E92000001,England,Provisional,3d Studies,Male,11.6,20,32.1,24.3,8.8,2.4,0.7,31.7,63.8,88.1,97,99.3,893
2020,201920,Academic year,National,E92000001,England,Provisional,3d Studies,All students,14.3,23.1,32.8,21,6.5,1.8,0.5,37.4,70.2,91.2,97.7,99.5,1445
2021,202021,Academic year,National,E92000001,England,Provisional,Urdu,Male,30.3,34.2,14.5,15.8,2.6,1.3,1.3,64.5,78.9,94.7,97.4,98.7,76
2021,202021,Academic year,National,E92000001,England,Provisional,Urdu,Female,36.4,36.4,21.6,5.1,0,0,0.6,72.7,94.3,99.4,99.4,99.4,176
2021,202021,Academic year,National,E92000001,England,Provisional,Urdu,All students,34.3,35.8,19.7,8.3,0.8,0.4,0.8,70.1,89.8,98,98.8,99.2,254
2021,202021,Academic year,National,E92000001,England,Provisional,Turkish,Male,51.5,14.4,24.7,8.2,0,0,1,66,90.7,99,99,99,97
2021,202021,Academic year,National,E92000001,England,Provisional,Turkish,Female,54.2,24.1,13.3,4.8,1.2,0,2.4,78.3,91.6,96.4,97.6,97.6,166
2021,202021,Academic year,National,E92000001,England,Provisional,Turkish,All students,53.2,20.5,17.5,6.1,0.8,0,1.9,73.8,91.3,97.3,98.1,98.1,263
2021,202021,Academic year,National,E92000001,England,Provisional,Total subjects,Male,18.3,23.2,24.3,19.7,9.6,4.2,0.8,41.5,65.8,85.5,95,99.2,334217
2021,202021,Academic year,National,E92000001,England,Provisional,Total subjects,Female,19.6,26.7,26.5,17.5,6.8,2.4,0.5,46.3,72.8,90.3,97.1,99.5,407478
2021,202021,Academic year,National,E92000001,England,Provisional,Total subjects,All students,19,25.1,25.5,18.5,8,3.2,0.6,44.1,69.6,88.1,96.1,99.4,741700
2021,202021,Academic year,National,E92000001,England,Provisional,STEM subjects,Male,24.4,24.9,20.2,15.5,9.2,4.9,0.9,49.3,69.5,85,94.2,99.1,150779
2021,202021,Academic year,National,E92000001,England,Provisional,STEM subjects,Female,23,27.9,21.9,15.2,7.8,3.6,0.6,50.9,72.8,88,95.8,99.4,117076
2021,202021,Academic year,National,E92000001,England,Provisional,STEM subjects,All students,23.8,26.2,20.9,15.4,8.6,4.3,0.8,50,70.9,86.3,94.9,99.2,267856
2021,202021,Academic year,National,E92000001,England,Provisional,Sociology,Male,6.3,15.7,27.8,29.2,14.4,5.4,1.3,21.9,49.8,79,93.3,98.7,9236
2021,202021,Academic year,National,E92000001,England,Provisional,Sociology,Female,12.1,22.9,31,22.7,8.2,2.6,0.6,35,66,88.7,96.8,99.4,29906
2021,202021,Academic year,National,E92000001,England,Provisional,Sociology,All students,10.7,21.2,30.2,24.2,9.6,3.2,0.8,31.9,62.2,86.4,96,99.2,39142
2021,202021,Academic year,National,E92000001,England,Provisional,Religious studies,Male,16.5,25.8,27.1,19.4,7.8,3,0.4,42.3,69.4,88.8,96.6,99.6,4222
2021,202021,Academic year,National,E92000001,England,Provisional,Religious studies,Female,16.4,27.7,29.2,18.9,5.6,1.9,0.3,44,73.3,92.2,97.8,99.7,11303
2021,202021,Academic year,National,E92000001,England,Provisional,Religious studies,All students,16.4,27.2,28.7,19,6.2,2.2,0.3,43.6,72.2,91.3,97.5,99.7,15525
2021,202021,Academic year,National,E92000001,England,Provisional,Psychology,Male,7.9,17,26,26.2,14.7,6.9,1.3,24.9,50.9,77.1,91.8,98.7,17758
2021,202021,Academic year,National,E92000001,England,Provisional,Psychology,Female,16,25.2,27.9,19.4,8.2,2.9,0.5,41.2,69,88.4,96.6,99.5,49389
2021,202021,Academic year,National,E92000001,England,Provisional,Psychology,All students,13.9,23,27.4,21.2,9.9,4,0.7,36.8,64.2,85.4,95.3,99.3,67147
2021,202021,Academic year,National,E92000001,England,Provisional,Physics,Male,20.5,24.1,22,17.2,10,5.4,0.8,44.6,66.6,83.9,93.9,99.2,28282
2021,202021,Academic year,National,E92000001,England,Provisional,Physics,Female,24.5,26.1,22,15.3,7.6,3.8,0.7,50.7,72.7,88,95.6,99.3,8416
2021,202021,Academic year,National,E92000001,England,Provisional,Physics,All students,21.5,24.5,22,16.8,9.5,5,0.7,46,68,84.8,94.3,99.3,36698
2021,202021,Academic year,National,E92000001,England,Provisional,Physical education,Male,11.6,21.8,28.2,24.5,9.9,3.6,0.3,33.5,61.7,86.2,96.1,99.7,6185
2021,202021,Academic year,National,E92000001,England,Provisional,Physical education,Female,26.1,28,25.8,14.2,4.3,1.4,0.2,54.1,80,94.2,98.4,99.8,5627
2021,202021,Academic year,National,E92000001,England,Provisional,Physical education,All students,18.5,24.8,27.1,19.6,7.2,2.5,0.3,43.3,70.4,90,97.2,99.7,11812
2021,202021,Academic year,National,E92000001,England,Provisional,Other sciences,Male,12.3,21,23.2,23.8,13.6,5.5,0.6,33.3,56.5,80.3,93.8,99.4,1592
2021,202021,Academic year,National,E92000001,England,Provisional,Other sciences,Female,12.4,22,27.5,20.4,12.9,4.2,0.6,34.5,62,82.3,95.2,99.4,957
2021,202021,Academic year,National,E92000001,England,Provisional,Other sciences,All students,12.4,21.4,24.8,22.5,13.3,5,0.6,33.7,58.5,81.1,94.4,99.4,2549
2021,202021,Academic year,National,E92000001,England,Provisional,Other  modern  languages,Male,48.2,32.1,12.8,4.1,1,0.3,1.5,80.3,93.1,97.2,98.3,98.5,1775
2021,202021,Academic year,National,E92000001,England,Provisional,Other  modern  languages,Female,53.2,30.4,11,3.4,0.5,0.2,1.4,83.5,94.5,97.9,98.4,98.6,2585
2021,202021,Academic year,National,E92000001,England,Provisional,Other  modern  languages,All students,51.1,31.1,11.7,3.7,0.7,0.2,1.4,82.2,93.9,97.6,98.3,98.6,4362
2021,202021,Academic year,National,E92000001,England,Provisional,Total Music,Male,22.8,30,24,15.3,5.2,2.3,0.4,52.9,76.9,92.2,97.4,99.6,2657
2021,202021,Academic year,National,E92000001,England,Provisional,Total Music,Female,25.5,30.6,24.8,12.5,4.9,1.4,0.3,56.1,81,93.4,98.3,99.7,2343
2021,202021,Academic year,National,E92000001,England,Provisional,Total Music,All students,24.1,30.3,24.4,14,5.1,1.9,0.3,54.4,78.8,92.8,97.8,99.7,5000
2021,202021,Academic year,National,E92000001,England,Provisional,Total Modern  languages,Male,34.7,32.2,18.5,9.9,3.1,0.9,0.6,66.9,85.4,95.4,98.5,99.4,7395
2021,202021,Academic year,National,E92000001,England,Provisional,Total Modern  languages,Female,33.3,32.4,20.6,9.8,2.8,0.7,0.4,65.7,86.3,96.1,98.9,99.6,15228
2021,202021,Academic year,National,E92000001,England,Provisional,Total Modern  languages,All students,33.8,32.3,19.9,9.8,2.9,0.8,0.5,66.1,86,95.8,98.7,99.5,22625
2021,202021,Academic year,National,E92000001,England,Provisional,Total Maths,Male,28.2,24.6,17.9,13.6,9,5.4,1.3,52.8,70.7,84.4,93.3,98.7,54178
2021,202021,Academic year,National,E92000001,England,Provisional,Total Maths,Female,28.4,28.4,18.8,12.7,7.2,3.8,0.9,56.7,75.5,88.2,95.3,99.1,34065
2021,202021,Academic year,National,E92000001,England,Provisional,Total Maths,All students,28.3,26,18.2,13.3,8.3,4.8,1.1,54.3,72.6,85.8,94.1,98.9,88244
2021,202021,Academic year,National,E92000001,England,Provisional,Total Logic/ Philosophy,Male,20.1,23,25.4,18.7,8.5,3.7,0.7,43,68.5,87.1,95.6,99.3,1050
2021,202021,Academic year,National,E92000001,England,Provisional,Total Logic/ Philosophy,Female,15.3,26.5,28.6,17.4,8,3.3,0.9,41.8,70.4,87.8,95.8,99.1,1715
2021,202021,Academic year,National,E92000001,England,Provisional,Total Logic/ Philosophy,All students,17.1,25.1,27.4,17.9,8.2,3.5,0.8,42.3,69.7,87.6,95.7,99.2,2765
2021,202021,Academic year,National,E92000001,England,Provisional,Law,Male,7.5,17.4,26.3,26.5,14.9,6.1,1.4,24.8,51.1,77.6,92.5,98.6,4426
2021,202021,Academic year,National,E92000001,England,Provisional,Law,Female,11.7,23.3,28.6,21.9,9.7,3.9,0.9,35,63.6,85.5,95.2,99.1,8220
2021,202021,Academic year,National,E92000001,England,Provisional,Law,All students,10.2,21.2,27.8,23.5,11.5,4.7,1.1,31.4,59.2,82.7,94.2,98.9,12646
2021,202021,Academic year,National,E92000001,England,Provisional,History,Male,13.1,23.7,29.4,22.3,8.6,2.4,0.5,36.8,66.2,88.5,97.1,99.5,18179
2021,202021,Academic year,National,E92000001,England,Provisional,History,Female,18.3,29.3,28.1,17,5.5,1.5,0.3,47.7,75.8,92.7,98.2,99.7,23079
2021,202021,Academic year,National,E92000001,England,Provisional,History,All students,16,26.9,28.7,19.3,6.8,1.9,0.4,42.9,71.6,90.9,97.7,99.6,41259
2021,202021,Academic year,National,E92000001,England,Provisional,Government and politics,Male,17.8,25.1,27.7,19.1,7.2,2.2,0.8,43,70.7,89.8,97,99.2,8590
2021,202021,Academic year,National,E92000001,England,Provisional,Government and politics,Female,21.1,28.5,24.6,16.4,6.2,2.5,0.7,49.6,74.2,90.7,96.8,99.3,8177
2021,202021,Academic year,National,E92000001,England,Provisional,Government and politics,All students,19.4,26.8,26.2,17.8,6.7,2.3,0.7,46.2,72.4,90.2,96.9,99.3,16767
2021,202021,Academic year,National,E92000001,England,Provisional,Geography,Male,10.4,21.8,28.4,24.6,10.8,3.6,0.5,32.3,60.6,85.2,95.9,99.5,15995
2021,202021,Academic year,National,E92000001,England,Provisional,Geography,Female,20.7,29.4,26.7,15.7,5.6,1.7,0.2,50.1,76.8,92.5,98.1,99.8,15705
2021,202021,Academic year,National,E92000001,England,Provisional,Geography,All students,15.5,25.6,27.6,20.1,8.2,2.6,0.4,41.1,68.6,88.8,97,99.6,31700
2021,202021,Academic year,National,E92000001,England,Provisional,Further mathematics,Male,48.5,25.9,13.6,7,3.1,1.5,0.5,74.3,87.9,94.9,98,99.5,10361
2021,202021,Academic year,National,E92000001,England,Provisional,Further mathematics,Female,50,26.8,12.4,6.7,2.6,1,0.5,76.8,89.2,96,98.5,99.5,4201
2021,202021,Academic year,National,E92000001,England,Provisional,Further mathematics,All students,48.9,26.1,13.3,6.9,2.9,1.3,0.5,75,88.3,95.2,98.1,99.5,14562
2021,202021,Academic year,National,E92000001,England,Provisional,Total Facilitating subjects,Male,22.8,24.7,21.7,16.6,9,4.3,0.8,47.5,69.3,85.9,94.8,99.2,189389
2021,202021,Academic year,National,E92000001,England,Provisional,Total Facilitating subjects,Female,22.8,28.1,23.7,15.5,6.6,2.6,0.5,50.9,74.7,90.2,96.9,99.5,197220
2021,202021,Academic year,National,E92000001,England,Provisional,Total Facilitating subjects,All students,22.8,26.5,22.8,16.1,7.8,3.5,0.7,49.3,72,88.1,95.9,99.3,386614
2021,202021,Academic year,National,E92000001,England,Provisional,Total English,Male,14.2,19.2,28.1,25,10.2,2.9,0.4,33.4,61.5,86.5,96.7,99.6,13705
2021,202021,Academic year,National,E92000001,England,Provisional,Total English,Female,16.3,23.5,30.2,21.5,6.6,1.5,0.3,39.8,70.1,91.5,98.1,99.7,43062
2021,202021,Academic year,National,E92000001,England,Provisional,Total English,All students,15.8,22.5,29.7,22.3,7.5,1.9,0.3,38.3,68,90.3,97.8,99.7,56768
2021,202021,Academic year,National,E92000001,England,Provisional,Economics,Male,16.6,27,27.2,18.8,7.3,2.6,0.6,43.6,70.8,89.5,96.9,99.4,22262
2021,202021,Academic year,National,E92000001,England,Provisional,Economics,Female,23,30,25,14,5.5,2.1,0.4,53,78,92,97.4,99.6,9885
2021,202021,Academic year,National,E92000001,England,Provisional,Economics,All students,18.5,28,26.5,17.3,6.8,2.4,0.5,46.5,73,90.3,97,99.5,32147
2021,202021,Academic year,National,E92000001,England,Provisional,Design & technology,Male,15,21.8,27.1,21.3,10.1,3.9,0.8,36.8,63.9,85.2,95.4,99.2,5823
2021,202021,Academic year,National,E92000001,England,Provisional,Design & technology,Female,26.5,27.4,24.7,14.1,4.8,1.9,0.6,53.9,78.6,92.7,97.5,99.4,2502
2021,202021,Academic year,National,E92000001,England,Provisional,Design & technology,All students,18.4,23.5,26.4,19.2,8.5,3.3,0.7,41.9,68.3,87.5,96,99.3,8325
2021,202021,Academic year,National,E92000001,England,Provisional,Computer science,Male,18.8,23.9,24.3,19.7,9.1,3.7,0.6,42.6,66.9,86.6,95.7,99.4,10942
2021,202021,Academic year,National,E92000001,England,Provisional,Computer science,Female,25.1,26.5,23.9,14.2,7.1,2.6,0.6,51.6,75.5,89.7,96.7,99.4,1898
2021,202021,Academic year,National,E92000001,England,Provisional,Computer science,All students,19.7,24.3,24.2,18.9,8.8,3.6,0.6,43.9,68.2,87.1,95.8,99.4,12840
2021,202021,Academic year,National,E92000001,England,Provisional,Total Classical studies,Male,28.6,27.3,23.3,14.7,4.6,0.9,0.6,55.9,79.2,93.9,98.5,99.4,1726
2021,202021,Academic year,National,E92000001,England,Provisional,Total Classical studies,Female,33.1,30.4,21.7,10.8,3,0.6,0.4,63.5,85.2,96,99,99.6,2732
2021,202021,Academic year,National,E92000001,England,Provisional,Total Classical studies,All students,31.4,29.2,22.3,12.3,3.6,0.7,0.5,60.6,82.9,95.2,98.8,99.5,4458
2021,202021,Academic year,National,E92000001,England,Provisional,Chemistry,Male,19.7,27.3,21.1,16,9.7,5.4,0.9,47,68.1,84.1,93.8,99.1,24537
2021,202021,Academic year,National,E92000001,England,Provisional,Chemistry,Female,18.2,29.4,23.5,16.2,8.2,3.9,0.6,47.6,71.1,87.3,95.5,99.4,29118
2021,202021,Academic year,National,E92000001,England,Provisional,Chemistry,All students,18.9,28.5,22.4,16.1,8.9,4.6,0.7,47.3,69.7,85.8,94.7,99.3,53655
2021,202021,Academic year,National,E92000001,England,Provisional,Business studies,Male,8.4,20.3,30.6,25.9,10.6,3.7,0.6,28.6,59.2,85.1,95.7,99.4,20506
2021,202021,Academic year,National,E92000001,England,Provisional,Business studies,Female,12.4,23.2,30.5,22.2,8.1,3,0.5,35.7,66.2,88.4,96.5,99.5,14111
2021,202021,Academic year,National,E92000001,England,Provisional,Business studies,All students,10,21.5,30.6,24.4,9.6,3.4,0.6,31.5,62.1,86.5,96,99.4,34617
2021,202021,Academic year,National,E92000001,England,Provisional,Biology,Male,16.7,24,23.5,19.1,11,4.9,0.7,40.8,64.3,83.4,94.4,99.3,22479
2021,202021,Academic year,National,E92000001,England,Provisional,Biology,Female,18.5,26.9,24.3,17.6,8.7,3.4,0.5,45.5,69.8,87.5,96.1,99.5,39378
2021,202021,Academic year,National,E92000001,England,Provisional,Biology,All students,17.9,25.9,24,18.2,9.5,4,0.6,43.8,67.8,86,95.5,99.4,61857
2021,202021,Academic year,National,E92000001,England,Provisional,Total Arts,Male,7.6,17.5,31.7,29.4,10.4,2.7,0.6,25.1,56.8,86.2,96.7,99.4,10639
2021,202021,Academic year,National,E92000001,England,Provisional,Total Arts,Female,14.5,27.1,32.4,19.3,5.2,1.1,0.4,41.6,74.1,93.3,98.5,99.6,16704
2021,202021,Academic year,National,E92000001,England,Provisional,Total Arts,All students,11.8,23.4,32.1,23.2,7.2,1.7,0.5,35.2,67.3,90.6,97.8,99.5,27343
2021,202021,Academic year,National,E92000001,England,Provisional,Art & design,Male,17,20.6,28.1,22.6,7.8,3,0.9,37.6,65.8,88.3,96.1,99.1,10015
2021,202021,Academic year,National,E92000001,England,Provisional,Art & design,Female,23,26.5,28.9,16,4,1.2,0.4,49.5,78.4,94.4,98.4,99.6,29048
2021,202021,Academic year,National,E92000001,England,Provisional,Art & design,All students,21.5,25,28.7,17.7,4.9,1.7,0.6,46.4,75.2,92.8,97.8,99.4,39063
2021,202021,Academic year,National,E92000001,England,Provisional,Accounting and finance,Male,8.3,18.8,24,23.5,15.5,8.3,1.7,27.1,51,74.5,90,98.3,1477
2021,202021,Academic year,National,E92000001,England,Provisional,Accounting and finance,Female,11.6,20.7,25.1,22.6,12.4,6.6,1,32.3,57.4,80,92.4,99,709
2021,202021,Academic year,National,E92000001,England,Provisional,Accounting and finance,All students,9.4,19.4,24.3,23.2,14.5,7.7,1.5,28.8,53.1,76.3,90.8,98.5,2186
2021,202021,Academic year,National,E92000001,England,Provisional,Textiles,Male,20.3,20.3,26.6,22.7,7,3.1,0,40.6,67.2,89.8,96.9,100,128
2021,202021,Academic year,National,E92000001,England,Provisional,Textiles,Female,22.9,27.9,28.4,15.6,3.9,0.9,0.4,50.9,79.3,94.9,98.8,99.6,2551
2021,202021,Academic year,National,E92000001,England,Provisional,Textiles,All students,22.8,27.6,28.3,15.9,4.1,1,0.3,50.4,78.7,94.6,98.7,99.7,2679
2021,202021,Academic year,National,E92000001,England,Provisional,Spanish,Male,31.2,32.2,20.5,11.3,3.4,1,0.4,63.4,83.9,95.2,98.6,99.6,2513
2021,202021,Academic year,National,E92000001,England,Provisional,Spanish,Female,31.4,31.6,22,11.1,2.9,0.7,0.2,63,85,96.1,99.1,99.8,5776
2021,202021,Academic year,National,E92000001,England,Provisional,Spanish,All students,31.3,31.8,21.6,11.2,3.1,0.8,0.3,63.1,84.7,95.8,98.9,99.7,8289
2021,202021,Academic year,National,E92000001,England,Provisional,Russian,Male,69.6,23.1,5.3,0.7,0.3,0,1,92.7,98,98.7,99,99,303
2021,202021,Academic year,National,E92000001,England,Provisional,Russian,Female,77.5,16,4.3,1.2,0.3,0,0.6,93.5,97.8,99.1,99.4,99.4,324
2021,202021,Academic year,National,E92000001,England,Provisional,Russian,All students,73.7,19.5,4.8,1,0.3,0,0.8,93.1,97.9,98.9,99.2,99.2,627
2021,202021,Academic year,National,E92000001,England,Provisional,Punjabi,Male,26.1,34.8,39.1,0,0,0,0,60.9,100,100,100,100,23
2021,202021,Academic year,National,E92000001,England,Provisional,Punjabi,Female,25,52.3,15.9,2.3,0,0,4.5,77.3,93.2,95.5,95.5,95.5,44
2021,202021,Academic year,National,E92000001,England,Provisional,Punjabi,All students,25.4,46.3,23.9,1.5,0,0,3,71.6,95.5,97,97,97,67
2021,202021,Academic year,National,E92000001,England,Provisional,Portuguese,Male,29.2,33.7,15.7,9,5.6,1.1,5.6,62.9,78.7,87.6,93.3,94.4,89
2021,202021,Academic year,National,E92000001,England,Provisional,Portuguese,Female,37.2,38.8,12.4,7.4,0.8,0,3.3,76,88.4,95.9,96.7,96.7,121
2021,202021,Academic year,National,E92000001,England,Provisional,Portuguese,All students,33.8,36.7,13.8,8.1,2.9,0.5,4.3,70.5,84.3,92.4,95.2,95.7,210
2021,202021,Academic year,National,E92000001,England,Provisional,Polish,Male,32.5,40.6,19.3,5.1,1,0.5,1,73.1,92.4,97.5,98.5,99,197
2021,202021,Academic year,National,E92000001,England,Provisional,Polish,Female,43.3,36.4,11.8,4.8,0.6,0.9,2.1,79.7,91.5,96.4,97,97.9,330
2021,202021,Academic year,National,E92000001,England,Provisional,Polish,All students,39.3,38,14.6,4.9,0.8,0.8,1.7,77.2,91.8,96.8,97.5,98.3,527
2021,202021,Academic year,National,E92000001,England,Provisional,Physical Education/Sports Studies,Male,11.4,21.7,28.4,24.6,10,3.6,0.3,33.1,61.5,86.1,96.1,99.7,6118
2021,202021,Academic year,National,E92000001,England,Provisional,Physical Education/Sports Studies,Female,26.9,27.9,24.6,14.2,4.7,1.6,0.2,54.8,79.4,93.5,98.2,99.8,4540
2021,202021,Academic year,National,E92000001,England,Provisional,Physical Education/Sports Studies,All students,18,24.4,26.7,20.2,7.7,2.7,0.3,42.4,69.1,89.3,97,99.7,10658
2021,202021,Academic year,National,E92000001,England,Provisional,Photography,Male,13.3,18.9,28.7,26,8.6,3.3,1.1,32.2,60.9,87,95.6,98.9,3221
2021,202021,Academic year,National,E92000001,England,Provisional,Photography,Female,17.4,24.5,32.1,19.2,4.9,1.3,0.6,41.9,74,93.2,98.1,99.4,7865
2021,202021,Academic year,National,E92000001,England,Provisional,Photography,All students,16.2,22.9,31.1,21.2,6,1.9,0.7,39,70.2,91.4,97.4,99.3,11086
2021,202021,Academic year,National,E92000001,England,Provisional,Persian,Male,81.8,12.1,3,0,0,0,3,93.9,97,97,97,97,33
2021,202021,Academic year,National,E92000001,England,Provisional,Persian,Female,62.5,27.5,5,2.5,2.5,0,0,90,95,97.5,100,100,40
2021,202021,Academic year,National,E92000001,England,Provisional,Persian,All students,71.2,20.5,4.1,1.4,1.4,0,1.4,91.8,95.9,97.3,98.6,98.6,73
2021,202021,Academic year,National,E92000001,England,Provisional,Other classical languages,Female,29,30.6,21,14.5,1.6,1.6,1.6,59.7,80.6,95.2,96.8,98.4,62
2021,202021,Academic year,National,E92000001,England,Provisional,Other classical languages,All students,31.3,29.7,20.3,14.1,1.6,1.6,1.6,60.9,81.3,95.3,96.9,98.4,64
2021,202021,Academic year,National,E92000001,England,Provisional,Music technology,Male,11.8,25.9,27.4,21.5,9.1,3.4,0.9,37.6,65,86.5,95.6,99.1,986
2021,202021,Academic year,National,E92000001,England,Provisional,Music technology,Female,7.6,19.3,28.1,24.2,14.7,4.6,1.5,26.9,55,79.2,93.9,98.5,327
2021,202021,Academic year,National,E92000001,England,Provisional,Music technology,All students,10.7,24.2,27.6,22.2,10.5,3.7,1.1,35,62.5,84.7,95.2,98.9,1313
2021,202021,Academic year,National,E92000001,England,Provisional,Music,Male,29.4,32.5,22,11.6,2.9,1.6,0.1,61.9,83.9,95.5,98.4,99.9,1671
2021,202021,Academic year,National,E92000001,England,Provisional,Music,Female,28.4,32.4,24.3,10.6,3.3,0.9,0,60.9,85.2,95.7,99.1,100,2016
2021,202021,Academic year,National,E92000001,England,Provisional,Music,All students,28.9,32.5,23.3,11,3.1,1.2,0.1,61.3,84.6,95.6,98.8,99.9,3687
2021,202021,Academic year,National,E92000001,England,Provisional,Modern Hebrew,Male,85.7,14.3,0,0,0,0,0,100,100,100,100,100,7
2021,202021,Academic year,National,E92000001,England,Provisional,Modern Hebrew,Female,73.7,26.3,0,0,0,0,0,100,100,100,100,100,19
2021,202021,Academic year,National,E92000001,England,Provisional,Modern Hebrew,All students,76.9,23.1,0,0,0,0,0,100,100,100,100,100,26
