year,time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2010,200910,Academic year,National,E92000001,England,Final,Spanish,Female,8,37,66,85,95,99,4326
2011,201011,Academic year,National,E92000001,England,Final,Spanish,Female,9,38,66,86,96,99,4276
2012,201112,Academic year,National,E92000001,England,Final,Spanish,Female,7,37,67,86,96,99,4102
2013,201213,Academic year,National,E92000001,England,Final,Spanish,Female,7,36,67,86,96,99,4376
2014,201314,Academic year,National,E92000001,England,Final,Spanish,Female,8,36,68,88,97,100,4318
2015,201415,Academic year,National,E92000001,England,Final,Spanish,Female,9,36,66,87,96,100,5064
2016,201516,Academic year,National,E92000001,England,Final,Spanish,Female,9,36,66,86,96,100,4906
2017,201617,Academic year,National,E92000001,England,Final,Spanish,Female,10,38,68,87,96,100,5032
2018,201718,Academic year,National,E92000001,England,Revised,Spanish,Female,11,36,64.7,84.6,95.2,99.2,5033
2019,201819,Academic year,National,E92000001,England,Revised,Spanish,Female,10.3,35.5,63.7,84.4,94.9,99,5200
2020,201920,Academic year,National,E92000001,England,Final,Spanish,Female,22.1,54.7,80.8,94.6,98.8,99.6,5526
2021,202021,Academic year,National,E92000001,England,Final,Spanish,Female,31.5,63.1,85.1,96.1,99.1,99.8,5780
2022,202122,Academic year,National,E92000001,England,Revised,Spanish,Female,22.5,50.9,74.7,89.3,96.6,99.2,5887
1996,199596,Academic year,National,E92000001,England,Final,Spanish,Male,NA,25,47,67,81,90,1169
1997,199697,Academic year,National,E92000001,England,Final,Spanish,Male,NA,28,52,70,84,93,1268
1998,199798,Academic year,National,E92000001,England,Final,Spanish,Male,NA,27,51,73,86,94,1285
1999,199899,Academic year,National,E92000001,England,Final,Spanish,Male,NA,26,51,71,85,94,1305
2000,199900,Academic year,National,E92000001,England,Final,Spanish,Male,NA,28,54,73,86,95,1351
2001,200001,Academic year,National,E92000001,England,Final,Spanish,Male,NA,32,57,76,88,95,1363
2002,200102,Academic year,National,E92000001,England,Final,Spanish,Male,NA,33,60,78,90,97,1371
2003,200203,Academic year,National,E92000001,England,Final,Spanish,Male,NA,36,64,82,93,99,1433
2004,200304,Academic year,National,E92000001,England,Final,Spanish,Male,NA,40,66,84,94,98,1411
2005,200405,Academic year,National,E92000001,England,Final,Spanish,Male,NA,40,68,87,96,99,1564
2006,200506,Academic year,National,E92000001,England,Final,Spanish,Male,NA,42,70,86,96,99,1707
2007,200607,Academic year,National,E92000001,England,Final,Spanish,Male,NA,42,71,88,95,99,1865
2008,200708,Academic year,National,E92000001,England,Final,Spanish,Male,NA,42,71,88,97,100,1884
2009,200809,Academic year,National,E92000001,England,Final,Spanish,Male,NA,43,71,88,95,99,1968
2010,200910,Academic year,National,E92000001,England,Final,Spanish,Male,9,41,70,87,96,99,2238
2011,201011,Academic year,National,E92000001,England,Final,Spanish,Male,9,41,69,86,96,99,2122
2012,201112,Academic year,National,E92000001,England,Final,Spanish,Male,8,39,69,87,96,99,2095
2013,201213,Academic year,National,E92000001,England,Final,Spanish,Male,8,39,67,88,97,100,2140
2014,201314,Academic year,National,E92000001,England,Final,Spanish,Male,8,39,70,89,97,100,2299
2015,201415,Academic year,National,E92000001,England,Final,Spanish,Male,10,37,69,88,97,100,2543
2016,201516,Academic year,National,E92000001,England,Final,Spanish,Male,9,35,67,87,97,100,2549
2017,201617,Academic year,National,E92000001,England,Final,Spanish,Male,12,39,68,87,96,99,2534
2018,201718,Academic year,National,E92000001,England,Revised,Spanish,Male,11.2,37.8,65.4,85.9,95.3,98.9,2365
2019,201819,Academic year,National,E92000001,England,Revised,Spanish,Male,10.8,35.3,65.2,85.8,96.2,98.9,2564
2020,201920,Academic year,National,E92000001,England,Final,Spanish,Male,22.3,54.5,80,94,98.2,99.3,2438
2021,202021,Academic year,National,E92000001,England,Final,Spanish,Male,31.2,63.5,84,95.3,98.6,99.6,2516
2022,202122,Academic year,National,E92000001,England,Revised,Spanish,Male,24,51.4,75.2,89.7,97,99.5,2553
1996,199596,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,21,40,58,73,86,174063
1997,199697,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,21,41,59,75,87,183971
1998,199798,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,22,42,60,76,88,190001
1999,199899,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,23,43,61,77,89,184255
2000,199900,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,24,43,62,78,89,179211
2001,200001,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,24,44,62,77,89,176627
2002,200102,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,28,49,67,82,94,163574
2003,200203,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,29,50,69,84,95,158684
2004,200304,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,30,52,71,85,96,158952
2005,200405,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,31,53,72,86,96,159956
2006,200506,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,33,55,73,87,97,166153
2007,200607,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,35,57,75,88,97,170976
2008,200708,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,36,58,76,89,97,179685
2009,200809,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,37,60,77,90,98,188644
2010,200910,Academic year,National,E92000001,England,Final,STEM subjects,All students,13,37,60,78,90,98,205192
2011,201011,Academic year,National,E92000001,England,Final,STEM subjects,All students,13,38,61,79,91,98,217663
2012,201112,Academic year,National,E92000001,England,Final,STEM subjects,All students,13,38,61,79,91,98,225171
2013,201213,Academic year,National,E92000001,England,Final,STEM subjects,All students,13,37,61,79,91,98,233308
2014,201314,Academic year,National,E92000001,England,Final,STEM subjects,All students,14,36,60,78,91,98,231020
2015,201415,Academic year,National,E92000001,England,Final,STEM subjects,All students,14,36,59,78,91,99,234258
2016,201516,Academic year,National,E92000001,England,Final,STEM subjects,All students,14,36,60,78,91,98,231965
2017,201617,Academic year,National,E92000001,England,Final,STEM subjects,All students,13,36,58,76,90,97,240738
2018,201718,Academic year,National,E92000001,England,Revised,STEM subjects,All students,12.3,35.1,57,75.7,89.4,97.1,251978
2019,201819,Academic year,National,E92000001,England,Revised,STEM subjects,All students,11.3,32.5,52.9,72.1,87.4,96.3,258790
2020,201920,Academic year,National,E92000001,England,Final,STEM subjects,All students,19.1,45.3,67.8,86,95.6,99.5,256024
2021,202021,Academic year,National,E92000001,England,Final,STEM subjects,All students,23.9,50.3,71.2,86.4,94.9,99.2,267897
2022,202122,Academic year,National,E92000001,England,Revised,STEM subjects,All students,18.6,41.9,61,77.7,90.3,97.6,269524
1996,199596,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,20,40,59,75,87,68342
1997,199697,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,20,41,60,76,88,73255
1998,199798,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,22,43,62,78,89,76848
1999,199899,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,23,44,63,79,90,75622
2000,199900,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,25,46,65,80,91,75162
2001,200001,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,25,46,65,80,91,73466
2002,200102,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,30,51,70,85,95,69381
2003,200203,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,30,53,72,86,96,67729
2004,200304,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,31,54,73,87,96,68033
2005,200405,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,32,55,74,88,97,67911
2006,200506,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,34,57,75,89,97,70575
2007,200607,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,35,58,76,90,97,73767
2008,200708,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,36,60,78,90,98,76782
2009,200809,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,38,61,79,91,98,80427
2010,200910,Academic year,National,E92000001,England,Final,STEM subjects,Female,12,37,61,80,92,98,86700
2011,201011,Academic year,National,E92000001,England,Final,STEM subjects,Female,13,37,61,80,92,98,91450
2012,201112,Academic year,National,E92000001,England,Final,STEM subjects,Female,12,38,62,80,92,99,94270
2013,201213,Academic year,National,E92000001,England,Final,STEM subjects,Female,11,37,62,80,92,99,98036
2014,201314,Academic year,National,E92000001,England,Final,STEM subjects,Female,12,36,60,79,91,99,97237
2015,201415,Academic year,National,E92000001,England,Final,STEM subjects,Female,12,35,59,78,91,99,99248
2016,201516,Academic year,National,E92000001,England,Final,STEM subjects,Female,12,35,59,78,91,99,98455
2017,201617,Academic year,National,E92000001,England,Final,STEM subjects,Female,11,34,57,76,90,98,102129
2018,201718,Academic year,National,E92000001,England,Revised,STEM subjects,Female,10.5,33.4,56,75.4,89.6,97.3,109262
2019,201819,Academic year,National,E92000001,England,Revised,STEM subjects,Female,9.6,30.8,52,71.9,87.6,96.6,113375
2020,201920,Academic year,National,E92000001,England,Final,STEM subjects,Female,17.8,45.4,69,87.3,96.2,99.5,112616
2021,202021,Academic year,National,E92000001,England,Final,STEM subjects,Female,23.1,51.3,73.1,88.1,95.9,99.4,117097
2022,202122,Academic year,National,E92000001,England,Revised,STEM subjects,Female,16.6,40.5,60.4,77.9,90.6,97.8,117397
1996,199596,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,21,39,57,73,85,105721
1997,199697,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,21,41,58,74,86,110716
1998,199798,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,22,41,59,75,87,113153
1999,199899,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,23,42,60,75,88,108633
2000,199900,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,23,42,60,76,88,104049
2001,200001,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,24,42,60,75,88,103161
2002,200102,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,27,47,65,81,93,94193
2003,200203,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,28,48,67,82,94,90955
2004,200304,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,30,50,69,84,95,90919
2005,200405,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,31,52,70,85,96,92045
2006,200506,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,33,54,72,86,96,95578
2007,200607,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,34,56,73,87,96,97209
2008,200708,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,36,57,75,88,97,102903
2009,200809,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,37,58,75,89,97,108217
2010,200910,Academic year,National,E92000001,England,Final,STEM subjects,Male,13,37,59,77,90,98,118492
2011,201011,Academic year,National,E92000001,England,Final,STEM subjects,Male,14,38,60,78,91,98,126213
2012,201112,Academic year,National,E92000001,England,Final,STEM subjects,Male,14,37,60,78,91,98,130901
2013,201213,Academic year,National,E92000001,England,Final,STEM subjects,Male,13,37,60,78,91,98,135272
2014,201314,Academic year,National,E92000001,England,Final,STEM subjects,Male,15,37,59,77,90,98,133783
2015,201415,Academic year,National,E92000001,England,Final,STEM subjects,Male,15,37,59,77,90,98,135010
2016,201516,Academic year,National,E92000001,England,Final,STEM subjects,Male,15,37,60,78,91,98,133510
2017,201617,Academic year,National,E92000001,England,Final,STEM subjects,Male,15,37,58,76,90,97,138609
2018,201718,Academic year,National,E92000001,England,Revised,STEM subjects,Male,13.6,36.5,57.7,75.9,89.3,96.9,142713
2019,201819,Academic year,National,E92000001,England,Revised,STEM subjects,Male,12.6,33.7,53.6,72.2,87.2,96.1,145415
2020,201920,Academic year,National,E92000001,England,Final,STEM subjects,Male,20.2,45.2,66.9,85,95.1,99.4,143406
2021,202021,Academic year,National,E92000001,England,Final,STEM subjects,Male,24.5,49.6,69.7,85.1,94.2,99.1,150799
2022,202122,Academic year,National,E92000001,England,Revised,STEM subjects,Male,20.1,43.1,61.5,77.6,90,97.4,152122
1996,199596,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,26,47,68,83,92,6409
1997,199697,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,26,48,69,84,93,6095
1998,199798,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,27,50,70,84,93,5736
1999,199899,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,28,52,73,86,94,5147
2000,199900,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,30,53,74,87,94,5019
2001,200001,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,29,57,77,90,96,4737
2002,200102,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,32,60,83,94,99,4944
2003,200203,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,34,62,82,95,99,5316
2004,200304,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,35,63,84,95,99,5261
2005,200405,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,37,67,86,96,99,5461
2006,200506,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,38,67,86,96,99,5641
2007,200607,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,38,66,86,96,99,5766
2008,200708,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,38,66,86,96,99,5659
2009,200809,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,39,67,87,96,99,5919
2010,200910,Academic year,National,E92000001,England,Final,Total Classical studies,All students,10,39,67,86,96,99,5919
2011,201011,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,40,69,87,96,99,5749
2012,201112,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,38,67,87,96,99,6248
2013,201213,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,38,66,86,96,99,6080
2014,201314,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,37,66,86,96,99,6218
2015,201415,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,36,66,86,96,99,6242
2016,201516,Academic year,National,E92000001,England,Final,Total Classical studies,All students,9,34,64,86,96,99,6158
2017,201617,Academic year,National,E92000001,England,Final,Total Classical studies,All students,10,36,66,87,96,99,6018
2018,201718,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,9.8,36.8,65.9,87.1,96,99.1,5308
2019,201819,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,9.9,35.8,66.1,87.5,96.5,99.1,4820
2020,201920,Academic year,National,E92000001,England,Final,Total Classical studies,All students,21.8,53.4,79.7,94.3,98.7,99.8,4526
2021,202021,Academic year,National,E92000001,England,Final,Total Classical studies,All students,31.5,60.6,82.9,95.2,98.8,99.5,4458
2022,202122,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,25.3,52.9,77.9,92,97.5,99.3,4710
1996,199596,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,25,47,69,85,93,3639
1997,199697,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,25,48,71,85,93,3546
1998,199798,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,27,51,71,86,94,3359
1999,199899,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,28,53,76,88,95,3060
2000,199900,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,29,54,76,88,95,2879
2001,200001,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,29,57,79,92,97,2771
2002,200102,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,32,61,85,96,99,2819
2003,200203,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,34,63,85,96,99,3096
2004,200304,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,36,65,85,96,99,3060
2005,200405,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,39,70,88,97,100,3146
2006,200506,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,41,71,89,97,99,3203
2007,200607,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,40,70,89,97,99,3164
2008,200708,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,41,70,89,97,99,3114
2009,200809,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,41,70,89,97,99,3149
2010,200910,Academic year,National,E92000001,England,Final,Total Classical studies,Female,11,41,69,88,96,99,3282
2011,201011,Academic year,National,E92000001,England,Final,Total Classical studies,Female,12,43,72,89,97,99,3213
2012,201112,Academic year,National,E92000001,England,Final,Total Classical studies,Female,12,40,71,89,97,100,3521
2013,201213,Academic year,National,E92000001,England,Final,Total Classical studies,Female,12,41,70,88,97,99,3389
2014,201314,Academic year,National,E92000001,England,Final,Total Classical studies,Female,10,38,67,87,96,99,3587
2015,201415,Academic year,National,E92000001,England,Final,Total Classical studies,Female,11,38,69,88,97,99,3644
2016,201516,Academic year,National,E92000001,England,Final,Total Classical studies,Female,9,35,66,87,97,99,3632
2017,201617,Academic year,National,E92000001,England,Final,Total Classical studies,Female,10,37,67,87,96,99,3672
2018,201718,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,9.1,37.6,67.3,88.6,96.3,99.2,3315
2019,201819,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,9.9,37.1,67.1,88.1,97,99.4,2950
2020,201920,Academic year,National,E92000001,England,Final,Total Classical studies,Female,22.4,56.5,82.7,95.4,99,99.8,2787
2021,202021,Academic year,National,E92000001,England,Final,Total Classical studies,Female,33.2,63.5,85.2,96,99,99.6,2732
2022,202122,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,25.5,54.5,79.1,92.4,97.5,99.1,2963
1996,199596,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,27,48,66,82,91,2770
1997,199697,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,26,47,66,82,92,2549
1998,199798,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,28,49,68,82,92,2377
1999,199899,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,28,50,68,83,93,2087
2000,199900,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,30,51,72,86,93,2140
2001,200001,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,30,56,75,88,94,1966
2002,200102,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,33,59,80,92,98,2125
2003,200203,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,34,59,79,94,99,2220
2004,200304,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,35,61,83,94,99,2201
2005,200405,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,34,64,84,94,99,2315
2006,200506,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,36,63,84,95,99,2438
2007,200607,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,35,61,82,94,99,2602
2008,200708,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,35,61,83,95,99,2545
2009,200809,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,36,63,85,95,100,2770
2010,200910,Academic year,National,E92000001,England,Final,Total Classical studies,Male,9,37,64,84,95,99,2637
2011,201011,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,38,65,85,96,99,2536
2012,201112,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,36,63,84,95,99,2727
2013,201213,Academic year,National,E92000001,England,Final,Total Classical studies,Male,9,33,61,83,94,99,2691
2014,201314,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,36,64,85,95,99,2631
2015,201415,Academic year,National,E92000001,England,Final,Total Classical studies,Male,10,33,62,83,95,98,2598
2016,201516,Academic year,National,E92000001,England,Final,Total Classical studies,Male,10,32,62,84,95,99,2526
2017,201617,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,34,64,86,96,99,2346
2018,201718,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,11,35.3,63.6,84.7,95.5,98.9,1993
2019,201819,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,9.8,33.6,64.6,86.5,95.7,98.8,1870
2020,201920,Academic year,National,E92000001,England,Final,Total Classical studies,Male,20.9,48.4,74.9,92.7,98.2,99.8,1739
2021,202021,Academic year,National,E92000001,England,Final,Total Classical studies,Male,28.8,56,79.2,93.9,98.5,99.4,1726
2022,202122,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,25,50.2,75.8,91.4,97.5,99.5,1747
1996,199596,Academic year,National,E92000001,England,Final,Total English,All students,NA,15,34,56,77,91,72544
1997,199697,Academic year,National,E92000001,England,Final,Total English,All students,NA,15,34,57,78,92,80659
1998,199798,Academic year,National,E92000001,England,Final,Total English,All students,NA,15,35,58,79,92,80546
1999,199899,Academic year,National,E92000001,England,Final,Total English,All students,NA,15,35,59,80,93,77658
2000,199900,Academic year,National,E92000001,England,Final,Total English,All students,NA,16,36,60,81,93,74343
2001,200001,Academic year,National,E92000001,England,Final,Total English,All students,NA,17,36,61,82,94,73749
2002,200102,Academic year,National,E92000001,England,Final,Total English,All students,NA,18,42,70,90,98,72495
2003,200203,Academic year,National,E92000001,England,Final,Total English,All students,NA,20,44,71,91,99,72011
2004,200304,Academic year,National,E92000001,England,Final,Total English,All students,NA,20,44,71,91,99,72967
2005,200405,Academic year,National,E92000001,England,Final,Total English,All students,NA,21,45,72,92,99,76997
2006,200506,Academic year,National,E92000001,England,Final,Total English,All students,NA,22,47,74,93,99,78147
2007,200607,Academic year,National,E92000001,England,Final,Total English,All students,NA,23,49,76,94,99,77502
2008,200708,Academic year,National,E92000001,England,Final,Total English,All students,NA,23,49,77,94,99,80917
2009,200809,Academic year,National,E92000001,England,Final,Total English,All students,NA,23,50,78,95,99,83649
2010,200910,Academic year,National,E92000001,England,Final,Total English,All students,7,23,50,78,95,99,84037
2011,201011,Academic year,National,E92000001,England,Final,Total English,All students,7,22,50,79,95,100,83103
2012,201112,Academic year,National,E92000001,England,Final,Total English,All students,7,21,48,78,95,100,82825
2013,201213,Academic year,National,E92000001,England,Final,Total English,All students,6,21,49,80,96,100,83425
2014,201314,Academic year,National,E92000001,England,Final,Total English,All students,6,20,48,80,96,100,78215
2015,201415,Academic year,National,E92000001,England,Final,Total English,All students,6,20,49,81,97,100,81533
2016,201516,Academic year,National,E92000001,England,Final,Total English,All students,6,20,49,81,97,100,76175
2017,201617,Academic year,National,E92000001,England,Final,Total English,All students,6,20,48,78,95,99,71038
2018,201718,Academic year,National,E92000001,England,Revised,Total English,All students,6.4,19.7,47.8,77.8,94.8,99.1,65168
2019,201819,Academic year,National,E92000001,England,Revised,Total English,All students,6.6,20.5,49.7,79.6,95.5,99.3,57908
2020,201920,Academic year,National,E92000001,England,Final,Total English,All students,11.7,32.3,63.4,89.6,98.4,99.8,59431
2021,202021,Academic year,National,E92000001,England,Final,Total English,All students,15.9,38.4,68.1,90.4,97.9,99.7,56768
2022,202122,Academic year,National,E92000001,England,Revised,Total English,All students,13.3,32.2,64.2,87.4,96.9,99.2,53084
1996,199596,Academic year,National,E92000001,England,Final,Total English,Female,NA,14,34,56,78,92,50115
1997,199697,Academic year,National,E92000001,England,Final,Total English,Female,NA,14,33,57,78,93,55711
1998,199798,Academic year,National,E92000001,England,Final,Total English,Female,NA,15,35,58,79,92,56334
1999,199899,Academic year,National,E92000001,England,Final,Total English,Female,NA,15,34,58,80,93,54697
2000,199900,Academic year,National,E92000001,England,Final,Total English,Female,NA,16,35,60,81,94,52450
2001,200001,Academic year,National,E92000001,England,Final,Total English,Female,NA,16,36,61,82,94,51989
2002,200102,Academic year,National,E92000001,England,Final,Total English,Female,NA,19,43,70,91,98,50272
2003,200203,Academic year,National,E92000001,England,Final,Total English,Female,NA,20,45,72,92,99,50495
2004,200304,Academic year,National,E92000001,England,Final,Total English,Female,NA,20,44,71,91,99,50655
2005,200405,Academic year,National,E92000001,England,Final,Total English,Female,NA,21,45,73,92,99,53241
2006,200506,Academic year,National,E92000001,England,Final,Total English,Female,NA,22,47,75,93,99,53924
2007,200607,Academic year,National,E92000001,England,Final,Total English,Female,NA,23,49,77,94,99,53537
2008,200708,Academic year,National,E92000001,England,Final,Total English,Female,NA,23,50,78,94,99,55788
2009,200809,Academic year,National,E92000001,England,Final,Total English,Female,NA,23,51,79,95,100,57538
2010,200910,Academic year,National,E92000001,England,Final,Total English,Female,7,23,51,79,95,99,58599
2011,201011,Academic year,National,E92000001,England,Final,Total English,Female,7,23,50,80,96,100,58607
2012,201112,Academic year,National,E92000001,England,Final,Total English,Female,7,22,49,80,96,100,59051
2013,201213,Academic year,National,E92000001,England,Final,Total English,Female,6,21,50,81,96,100,59990
2014,201314,Academic year,National,E92000001,England,Final,Total English,Female,6,21,50,81,97,100,56249
2015,201415,Academic year,National,E92000001,England,Final,Total English,Female,6,20,51,83,97,100,58720
2016,201516,Academic year,National,E92000001,England,Final,Total English,Female,6,20,50,82,97,100,55576
2017,201617,Academic year,National,E92000001,England,Final,Total English,Female,6,20,49,80,96,99,52120
2018,201718,Academic year,National,E92000001,England,Revised,Total English,Female,6.5,20.3,49,78.9,95.3,99.2,48231
2019,201819,Academic year,National,E92000001,England,Revised,Total English,Female,6.6,21,50.8,80.5,95.9,99.4,43888
2020,201920,Academic year,National,E92000001,England,Final,Total English,Female,12.1,33.6,65,90.6,98.6,99.8,45074
2021,202021,Academic year,National,E92000001,England,Final,Total English,Female,16.4,39.9,70.2,91.6,98.2,99.7,43062
2022,202122,Academic year,National,E92000001,England,Revised,Total English,Female,13.7,33.3,65.8,88.4,97.3,99.3,40082
1996,199596,Academic year,National,E92000001,England,Final,Total English,Male,NA,16,36,57,76,90,22429
1997,199697,Academic year,National,E92000001,England,Final,Total English,Male,NA,15,34,56,77,91,24948
1998,199798,Academic year,National,E92000001,England,Final,Total English,Male,NA,15,35,57,78,91,24212
1999,199899,Academic year,National,E92000001,England,Final,Total English,Male,NA,16,37,60,79,92,22961
2000,199900,Academic year,National,E92000001,England,Final,Total English,Male,NA,17,37,60,80,92,21893
2001,200001,Academic year,National,E92000001,England,Final,Total English,Male,NA,18,38,61,81,93,21760
2002,200102,Academic year,National,E92000001,England,Final,Total English,Male,NA,18,41,68,89,98,22223
2003,200203,Academic year,National,E92000001,England,Final,Total English,Male,NA,20,43,70,90,98,21516
2004,200304,Academic year,National,E92000001,England,Final,Total English,Male,NA,21,44,70,90,98,22312
2005,200405,Academic year,National,E92000001,England,Final,Total English,Male,NA,20,44,70,90,98,23756
2006,200506,Academic year,National,E92000001,England,Final,Total English,Male,NA,22,46,73,92,99,24223
2007,200607,Academic year,National,E92000001,England,Final,Total English,Male,NA,23,48,75,93,99,23965
2008,200708,Academic year,National,E92000001,England,Final,Total English,Male,NA,22,48,75,93,99,25129
2009,200809,Academic year,National,E92000001,England,Final,Total English,Male,NA,23,49,76,94,99,26111
2010,200910,Academic year,National,E92000001,England,Final,Total English,Male,7,22,48,75,94,99,25438
2011,201011,Academic year,National,E92000001,England,Final,Total English,Male,8,22,48,77,94,99,24496
2012,201112,Academic year,National,E92000001,England,Final,Total English,Male,7,21,46,75,94,99,23774
2013,201213,Academic year,National,E92000001,England,Final,Total English,Male,6,20,46,76,95,99,23435
2014,201314,Academic year,National,E92000001,England,Final,Total English,Male,7,19,45,76,95,100,21966
2015,201415,Academic year,National,E92000001,England,Final,Total English,Male,6,18,45,77,96,100,22813
2016,201516,Academic year,National,E92000001,England,Final,Total English,Male,6,18,44,78,96,100,20599
2017,201617,Academic year,National,E92000001,England,Final,Total English,Male,6,19,45,75,94,99,18918
