time_period,time_identifier,geographic_level,country_code,country_name,version,school_type,school_type_group,characteristic_gender,number_of_students,aps_per_entry_2016_2022,aps_per_entry_2013_2015,aps_per_entry_grade_2016_2022,aps_per_entry_grade_2013_2015,pc_achieving_atleast_two_alev,entered_for_one_or_more_alev_or_applied,aps_per_entry_best3,aps_per_entry_grade_best3,pc_achieving_3_astar_to_a_alev,pc_achieving_aab_or_better_alev,entered_for_one_or_more_alev,pc_achieving_aab_or_better_atleast_two_facilitating_alev,year,year_2013_2015,year_2016_2022
201213,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,Male,,,209.9,,C,90.5,69341,,,11.2,17.7,,14.9,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,Male,,,214.6,,C,93,35783,,,13.5,21,,17.7,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,Male,,,241,,B,96.6,17065,,,29.1,41.5,,35.6,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,Male,,,199.7,,C-,62.7,67,,,x,x,,x,2013,2013,
201213,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,Male,,,205.6,,C,89.7,28792,,,9.3,15.2,,12.7,2013,2013,
201213,Academic year,National,E92000001,England,Revised,"Mainstream free schools, university technical colleges (UTCs) and studio schools",State-funded schools,Male,,,202.7,,C-,79.6,147,,,8.2,13.6,,12.2,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Male,,,199.6,,C-,91,9174,,,5.3,9.2,,6.8,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Male,,,203.8,,C-,91.9,22542,,,9.5,15.5,,11.5,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,Male,,,195.2,,C-,76.6,4445,,,4.5,8.2,,6.4,2013,2013,
201213,Academic year,National,E92000001,England,Revised,State-funded mainstream schools,State-funded schools,Male,,,209.9,,C,90.5,69333,,,11.2,17.7,,14.9,2013,2013,
201213,Academic year,National,E92000001,England,Revised,State-funded special schools,State-funded schools,Male,,,196.7,,C-,37.5,8,,,0,0,,0,2013,2013,
201112,Academic year,National,E92000001,England,Revised,Academies and Free Schools,State-funded schools,All students,,,,,,,63075,,,13.5,21.5,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,All students,,,,,,,75653,,,8.2,14.5,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,All students,,,,,,,34450,,,31.6,45.3,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All schools,All schools,All students,,,,,,,186451,,,14.7,23,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,All students,,,,,,,262104,,,12.8,20.5,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All special schools,State-funded schools,All students,,,,,,,91,,,3.3,6.6,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,All students,,,,,,,152001,,,10.9,17.9,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Converter Academies,State-funded schools,All students,,,,,,,55191,,,14.8,23.4,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,"Free Schools, University Technical Colleges (UTCS) and Studio Schools",State-funded schools,All students,,,,,,,134,,,6,16.4,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,All students,,,,,,,34366,,,31.7,45.4,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,All students,,,,,,,84,,,x,4.8,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,All students,,,,,,,88534,,,9.1,15.4,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,All students,,,,,,,23628,,,5,9.4,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,All students,,,,,,,52025,,,9.7,16.8,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Sponsored Academies,State-funded schools,All students,,,,,,,7750,,,4.2,7.5,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,State-funded mainstream schools,State-funded schools,All students,,,,,,,151992,,,10.9,17.9,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,State-funded special schools,State-funded schools,All students,,,,,,,9,,,x,x,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Academies and Free Schools,State-funded schools,Female,,,,,,,33966,,,13.2,21.9,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Female,,,,,,,43226,,,8.1,14.9,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Female,,,,,,,17163,,,32.8,47.8,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All schools,All schools,Female,,,,,,,99815,,,14.6,23.5,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Female,,,,,,,143041,,,12.6,20.9,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All special schools,State-funded schools,Female,,,,,,,28,,,0,0,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,Female,,,,,,,82652,,,10.8,18.5,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Converter Academies,State-funded schools,Female,,,,,,,29695,,,14.6,24,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,"Free Schools, University Technical Colleges (UTCS) and Studio Schools",State-funded schools,Female,,,,,,,11,,,0,x,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,Female,,,,,,,17139,,,32.9,47.8,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,Female,,,,,,,24,,,0,0,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,Female,,,,,,,48468,,,9.1,16.2,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Female,,,,,,,13955,,,4.5,9.2,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Female,,,,,,,29271,,,9.7,17.6,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Sponsored Academies,State-funded schools,Female,,,,,,,4260,,,3.7,7.7,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,State-funded mainstream schools,State-funded schools,Female,,,,,,,82648,,,10.8,18.5,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,State-funded special schools,State-funded schools,Female,,,,,,,4,,,0,0,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Academies and Free Schools,State-funded schools,Male,,,,,,,29109,,,13.8,21,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Male,,,,,,,32427,,,8.5,13.9,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Male,,,,,,,17287,,,30.3,42.9,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All schools,All schools,Male,,,,,,,86636,,,14.9,22.4,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Male,,,,,,,119063,,,13.1,20,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All special schools,State-funded schools,Male,,,,,,,63,,,4.8,9.5,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,Male,,,,,,,69349,,,11,17.2,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Converter Academies,State-funded schools,Male,,,,,,,25496,,,15,22.8,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,"Free Schools, University Technical Colleges (UTCS) and Studio Schools",State-funded schools,Male,,,,,,,123,,,6.5,17.1,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,Male,,,,,,,17227,,,30.4,43,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,Male,,,,,,,60,,,x,6.7,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,Male,,,,,,,40066,,,9,14.6,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Male,,,,,,,9673,,,5.7,9.7,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Male,,,,,,,22754,,,9.7,15.6,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,Sponsored Academies,State-funded schools,Male,,,,,,,3490,,,4.7,7.4,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,State-funded mainstream schools,State-funded schools,Male,,,,,,,69344,,,11,17.2,,,2012,2012,
201112,Academic year,National,E92000001,England,Revised,State-funded special schools,State-funded schools,Male,,,,,,,5,,,x,x,,,2012,2012,
201011,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,All students,,,,,,,75429,,,8.5,14.8,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,All students,,,,,,,33510,,,32.7,46,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All Maintained Schools,State-funded schools,All students,,,,,,,149984,,,11,18.3,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All schools,All schools,All students,,,,,,,183494,,,15,23.3,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,All students,,,,,,,258923,,,13.1,20.8,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Comprehensive Schools,State-funded schools,All students,,,,,,,123484,,,8.4,14.8,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Modern Schools,State-funded schools,All students,,,,,,,3842,,,2.3,5.4,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,All students,,,,,,,24320,,,4.9,9.6,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Selective Schools ,,All students,,,,,,,21585,,,27.7,40.9,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,All students,,,,,,,51109,,,10.2,17.3,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Female,,,,,,,43215,,,8.4,15.4,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Female,,,,,,,16568,,,34,48.1,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All Maintained Schools,State-funded schools,Female,,,,,,,80821,,,10.9,18.8,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All schools,All schools,Female,,,,,,,97389,,,14.8,23.8,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Female,,,,,,,140604,,,12.8,21.2,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Comprehensive Schools,State-funded schools,Female,,,,,,,66632,,,8.4,15.4,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Modern Schools,State-funded schools,Female,,,,,,,2194,,,2.1,6,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Female,,,,,,,14439,,,4.6,9.5,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Selective Schools ,,Female,,,,,,,11365,,,27.3,41.7,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Female,,,,,,,28776,,,10.4,18.3,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Male,,,,,,,32214,,,8.5,14.1,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Male,,,,,,,16942,,,31.5,43.8,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All Maintained Schools,State-funded schools,Male,,,,,,,69163,,,11.2,17.6,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All schools,All schools,Male,,,,,,,86105,,,15.2,22.8,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Male,,,,,,,118319,,,13.4,20.4,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Comprehensive Schools,State-funded schools,Male,,,,,,,56852,,,8.5,14.1,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Modern Schools,State-funded schools,Male,,,,,,,1648,,,2.4,4.6,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Male,,,,,,,9881,,,5.4,9.7,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Selective Schools ,,Male,,,,,,,10220,,,28.2,40,,,2011,2011,
201011,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Male,,,,,,,22333,,,10,16,,,2011,2011,
200910,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,All students,,,,,,,80317,,,7.9,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,All students,,,,,,,35251,,,32.3,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All Maintained Schools,State-funded schools,All students,,,,,,,151782,,,10.8,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All schools,All schools,All students,,,,,,,187033,,,14.8,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,All students,,,,,,,267350,,,12.8,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Comprehensive Schools,State-funded schools,All students,,,,,,,124845,,,8.2,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Modern Schools,State-funded schools,All students,,,,,,,4057,,,2,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,All students,,,,,,,27677,,,4.8,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Selective Schools ,,All students,,,,,,,22006,,,27.4,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,All students,,,,,,,52640,,,9.6,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Female,,,,,,,45786,,,8,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Female,,,,,,,17224,,,33.7,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All Maintained Schools,State-funded schools,Female,,,,,,,81439,,,11,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All schools,All schools,Female,,,,,,,98663,,,14.9,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Female,,,,,,,144449,,,12.7,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Comprehensive Schools,State-funded schools,Female,,,,,,,66860,,,8.4,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Modern Schools,State-funded schools,Female,,,,,,,2301,,,2.3,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Female,,,,,,,16208,,,4.7,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Selective Schools ,,Female,,,,,,,11752,,,27.6,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Female,,,,,,,29578,,,9.8,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Male,,,,,,,34531,,,7.9,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Male,,,,,,,18027,,,31,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All Maintained Schools,State-funded schools,Male,,,,,,,70343,,,10.6,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All schools,All schools,Male,,,,,,,88370,,,14.7,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Male,,,,,,,122901,,,12.8,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Comprehensive Schools,State-funded schools,Male,,,,,,,57985,,,7.9,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Modern Schools,State-funded schools,Male,,,,,,,1756,,,1.6,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Male,,,,,,,11469,,,5,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Selective Schools ,,Male,,,,,,,10254,,,27.1,,,,2010,2010,
200910,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Male,,,,,,,23062,,,9.3,,,,2010,2010,
